project_id,developer_id,district_id,project_name_th,project_name_en,unittype,province_id,lat,lon,project_land_rai,total_unit,starting_price,project_status,created_at,Unit,15H1,15H2,16H1,16H2,17H1,17H2,Bedroom,Bathroom,Price2020
2332,16115,1017,แอสเซนท์ เอกมัย-ทองหล่อ,Ascent Ekamai - Thonglor,3,10,13.74454,100.5855,2.7475,515,2750000,A,2011,30,101055,102638,105171,97929,98143,102896,1,1,3000000
2365,140588,1032,ฟิวส์ เซนเซ่ บางแค,Fuse Sense Bangkae,3,10,13.69573,100.646,13.2225,1052,2500000,A,2011,37,62925,68333,64357,67318,68616,85423,1,1,3000000
2550,8108,1018,ศุภาลัย ไลท์ สาทร-เจริญราษฎร์,Supalai Lite sathorn-charoenrat,3,10,13.7205,100.5023,0,,1700000,U,2011,21,120577,116870,116420,115235,110243,122238,1,1,3000000
3477,3588,1009,เดอะ ล็อขสาม คอนโด,The Log 3 Sukhumvit 101/1,3,10,13.69286,100.6055,1.42,197,2690000,A,2012,28,38673,39933,69967,96611,86155,70897,1,1,3000000
4017,9905,1009,ซิลค์ เพลส พหลโยธิน - หลักสี่,Silk Place Pahonyothin - Laksi,3,10,13.69286,100.6055,0.7825,79,3650000,A,2013,28,38673,39933,69967,96611,86155,70897,1,1,3000000
4085,12031,1034,บียอนด์ สุขุมวิท,Beyond Sukhumvit,3,10,13.74037,100.6003,4.4525,,2076000,U,2013,35,85667,86229,86867,90953,97429,90429,1,1,3000000
4089,2895,1039,เดอะ เมเปิล รัชดา 19,The Maple Ratchada 19,3,10,13.71362,100.6007,2.4575,504,2300000,U,2013,26,85988,81600,94004,108077,117827,118389,1,1,3000000
4885,15903,1033,ซิลค์ พหลโยธิน 9,Silk Phaholyothin 9,3,10,13.72526,100.5618,0.5775,76,1900000,A,2014,28,109447,110489,109008,121342,110913,118546,1,1,3000000
4893,2895,1039,บางนา เรสซิเด้นซ์,Bangna Residence,3,10,13.72043,100.5882,1.375,124,2200000,U,2014,30.74,102869,101545,103002,98286,106638,107182,1,1,3000000
2944,16874,1039,ดิ ยูนีค 10,The Unique 10,3,10,13.74201,100.5586,2.9325,500,3000000,A,2011,23,125362,132676,128675,135239,128766,131027,1,1,3050000
3106,8593,1009,จี สไตล์ คอนโด,G STYLE CONDO,3,10,13.70465,100.602,6.4575,,4690000,U,2012,21,138795,145460,148836,149023,146446,156927,1,1,3050000
4894,140565,1031,โฟคัส เพลินจิต,Focus Ploenchit,3,10,13.70059,100.5157,4,523,2800000,W,2014,37,52538,85873,91376,89656,25150,74249,1,1,3050000
1632,139514,1037,บริดจ์ สาทร-นราธิวาส,Bridge Sathorn-Narathiwas,3,10,13.76183,100.5425,2.225,325,14000000,A,2011,34,92064,87831,100668,100635,114052,97290,1,1,3100000
2020,8528,1039,ลุมพินี เพลส สุขสวัสดิ์-พระราม 2,Lumpini Place Suksawat-Rama 2,3,10,13.7141,100.5946,1.5675,195,2700000,A,2011,30,93479,98358,104595,109730,111607,112771,1,1,3100000
5607,8861,1028,บี รีพับบลิค สุขุมวิท 101/1,B Republic Sukhumvit 101/1,3,10,13.70107,100.516,5.9125,885,3900000,A,2015,34,,,,94841,98510,99863,1,1,3100000
5203,9905,1028,ฟิวส์ จันทน์-สาทร,Fuse Chan-Sathorn,3,10,13.72182,100.5046,1.4025,200,2990000,A,2014,30,,,107093,111780,115467,119630,1,1,3150000
3271,4861,1017,แชมเบอร์ส รามอินทรา,Chambers Ramintra,3,10,13.7558,100.5673,4.62,,5990000,U,2012,32,102733,106140,111148,114255,112941,12006,1,1,3170000
2872,16757,1039,เอลลิโอ สุขุมวิท 64,Elio Sukhumvit 64,3,10,13.7103,100.602,3.25,467,3290000,A,2011,30.5,96465,101542,102307,101093,107331,106996,1,1,3180000
5572,17155,1033,The XXXIX สุขุมวิท 39,The XXXIX 39,3,10,13.72491,100.5634,2.6575,316,3990000,A,2015,24,,,,,,126160,1,1,3180000
3104,8593,1018,โคลเวอร์ ลาดพร้าว 83,Clover Ladprao 83,3,10,13.7205,100.5027,2.5125,530,1000000,U,2012,20.97,129022,144781,137190,149138,146025,146822,1,1,3190000
2110,14366,1018,เมย์แฟร์ เพลส สุขุมวิท 64,Mayfair Place Sukhumvit 64,3,10,13.72275,100.5016,0.8,72,2700000,U,2010,39.7,88542,94816,78214,87667,87500,86667,1,1,3200000
2547,11066,1018,เดอะ ทีค บางนา-ตราด,The Teak Bangna-Trad,3,10,13.72057,100.497,10.19,,2590000,U,2011,27,112550,110725,121380,131344,126309,115644,1,1,3200000
3217,5618,1047,แมกโนเลียส์ ราชดำริ บูเลอวาร์ด,Magnolias Ratchadamri Boulevard,3,10,13.68385,100.6103,1.945,234,1790000,U,2012,39,89683,88730,84065,83651,84504,96695,1,1,3200000
3242,15572,1033,เดอะ คิวบ์ รามคำแหง,The Cube Ramkhamhaeng,3,10,13.68994,100.6067,1.465,79,3290000,A,2012,35,85479,89834,86171,83266,86340,81111,1,1,3200000
3243,19226,1017,เดอะ คิทท์ พลัส นวมินทร์,The Kith plus nawamin,3,10,13.75584,100.5654,3.7125,705,7550000,U,2012,21,152093,152473,148511,146311,153247,166010,1,1,3200000
3309,11374,1025,มีสไตล์ @สุขุมวิท-บางนา,MeStyle @Sukhumvit-Bangna,3,10,13.77572,100.4848,1.7625,244,1750000,A,2012,34,82857,98776,97155,94048,83868,91226,1,1,3200000
4780,11382,1016,นิช ไอดี พระราม 2,Niche id Rama 2,3,10,13.74329,100.4818,0.5625,,2400000,A,2014,,,,,,,,1,1,3200000
4847,1614,1030,วี คอนโด เอกมัย-รามอินทรา,We Condo Ekkamai-Ramindra,3,10,13.80958,100.5764,0.5725,62,1640000,A,2014,51,72714,66278,66123,70345,69397,75295,1,1,3200000
5528,4861,1037,เดอะทรี พริวาต้า,The Tree Privata,3,10,13.75006,100.5648,6.7125,1642,6989999,U,2015,25,,,,,,128070,1,1,3200000
5916,138238,1030,เดอะ กรีน คอนโดมิเนียม 3,The Green Condominium 3,3,10,13.80101,100.5735,0.3725,46,2700000,A,2015,28.9,,,,,,88913,1,1,3200000
2067,818,1047,ลุมพินี เพลส ศรีนครินทร์-หัวหมาก,Lumpini Place Srinakarin-Huamak Station,3,10,13.67572,100.6086,4.36,588,1800000,U,2010,27,113636,113636,113636,113636,113636,113636,1,1,3300000
2392,4159,1012,แดน ลิฟวิ่ง รัชดา-ประชาอุทิศ,Than Living Ratchada - Prachautit,3,10,13.68822,100.5481,13.725,943,2600000,U,2011,40,81827,72092,84121,87020,88898,97535,1,1,3300000
5531,4159,1015,ไอดีโอ สาทร-ท่าพระ,Ideo Sathorn-Thapha,3,10,13.71125,100.4793,6.46,879,2500000,A,2015,39,,,,,77668,82243,1,1,3300000
5558,19766,1038,เดอะ ซีรี่ส์ อุดมสุข 29,The Series Udomsuk 29,3,10,13.83245,100.6254,0.755,54,2690000,A,2015,39,,,,,,89658,1,1,3300000
4021,9905,1017,โกลเด้น มาสเตอร์,The GOLDEN MASTER CONDOMINIUM,3,10,13.77109,100.574,0.785,79,4290000,U,2013,34.5,31103,106286,104204,104082,105200,162114,1,1,3350000
2210,15653,1033,เอสแอนด์เอส สุขุมวิท,S & S Sukhumvit,3,10,13.7247,100.5834,0.7425,99,2590000,A,2011,28.7,107794,121719,120453,151225,140992,131102,1,1,3390000
2272,11066,1018,เดอะ เทมโป ร่วมฤดี,The Tempo,3,10,13.72093,100.5066,3.6525,593,2400000,U,2011,27,119006,125259,126809,124880,122500,129529,1,1,3400000
3154,11572,1037,โนเบิล 09 ร่วมฤดี,Noble 09,3,10,13.76055,100.5425,3,547,7700000,A,2012,35,94440,96635,97092,96321,95958,104893,1,1,3400000
4527,12782,1030,โนเบิล รีดี,Noble Re D,3,10,13.82244,100.5794,1.5125,70,2800000,U,2014,61,98678,98575,95770,91940,91907,95989,1,1,3400000
5968,11382,1022,ลุมพินี คอนโดทาวน์ รามอินทรา-ลาดปลาเค้า 2,Lumpini Condo Town Ramindra-Latplakhao 2,3,10,13.73736,100.4376,1.655,,999900,A,2015,26,,,,97282,136087,87307,1,1,3423000
5182,10579,1028,ลุมพินี พาร์ค พระราม 9-รัชดา,Lumpini Park Rama 9-Ratchada,3,10,13.72018,100.4938,2.8475,511,3390000,A,2014,30,,,116374,122935,140548,14921,1,1,3470000
2276,2129,1037,เดอะ ลอฟท์ เอกมัย,The Lofts Ekkamai,3,10,13.74966,100.5559,5.0075,477,2300000,U,2011,33,116499,117967,120303,123355,121891,120150,1,1,3490000
3042,7338,1030,ลิฟวิ่งเนสท์ รามคำแหง,Living Nest Ramkhamhaeng,3,10,13.82869,100.5655,7.5,,3300000,U,2011,39.83,102151,103200,107186,109394,101128,100875,1,1,3500000
3119,15552,1009,เอ สเปซ เพลย์ รัชดา-สุทธิสาร,A Space Play Ratchada-Sutthisan,3,10,13.6875,100.6065,2.0625,,3200000,U,2012,30,98425,100562,96161,97111,102641,124456,1,1,3500000
3652,6785,1014,รีเจ้นท์ โฮม 16 พหลโยธิน 67,Regent Home 16 Phaholyotin 67,3,10,13.78652,100.5436,1.01,109,2889999,A,2013,35,118310,119442,115938,117703,119880,41272,1,1,3500000
4420,14314,1009,เปรมสิริ บูทิค พาร์ค,Premsiri Boutique Park,3,10,13.70243,100.5989,0.8475,74,3690000,A,2013,35,96789,97058,103838,104062,102603,108824,1,1,3500000
5273,6719,1039,โมทีฟ คอนโด แจ้งวัฒนะ,Motive Condo Changwattana,3,10,13.73916,100.5891,2,259,7000000,A,2014,31,87836,109048,106685,141932,113654,144802,1,1,3500000
3628,20526,1005,ลุมพินี คอนโดทาวน์ รามอินทรา-ลาดปลาเค้า,lumpini condotown ramindra-latplakhao,3,10,13.8787,100.5984,2.5425,274,1590000,A,2012,50.52,62887,62874,55447,55917,55592,62520,2,1,3550000
4001,818,1047,ปรัชญาเพลส รัชดา-ห้วยขวาง,PRADYA PLACE RATCHADA – HUAI KHWANG,3,10,13.67601,100.608,9.915,898,3400000,A,2013,31,114214,122047,136357,114596,129735,126453,1,1,3580000
5245,4126,1038,เดอะ แฮปปี้เนส,The Happiness,3,10,13.80518,100.5737,1.5325,236,3800000,A,2014,34,98902,103327,121109,121929,113254,111734,1,1,3590000
2010,15553,1047,ดิ ไอริส พระราม 9 - ศรีนครินทร์,IRIS,3,10,13.68136,100.6081,1.9725,112,2700000,U,2010,42,86890,85258,83267,81361,100985,89560,1,1,3600000
3117,5325,1039,ลุมพินี พาร์ค ปิ่นเกล้า,lumpini park,3,10,13.74049,100.5782,1.805,128,6600000,A,2012,33,141057,141688,165373,184659,165522,172081,1,1,3600000
3509,9905,1039,ยู ดีไลท์ @ หัวหมาก สเตชั่น,U Delight @ Huamak Station,3,10,13.71543,100.5921,0.475,61,6600000,A,2012,28,132839,120255,123682,124340,146435,124121,1,1,3600000
4129,666,1017,เดอะ เรสซิเดนเซส แอท เดอะ เซนต์ รีจิส,THE RESIDENCES AT THE ST.REGIS,3,10,13.75172,100.5881,4.33,473,3390000,A,2013,56,60606,58058,56518,69238,63966,68124,1,1,3600000
4443,4618,1030,เดอะ มาร์เวล เรสซิเด้นซ์,The Marvel Residence,3,10,13.81809,100.5647,21.745,1012,2750000,A,2013,38,94964,94783,96326,99983,101288,11213,1,1,3600000
5081,139514,1029,เดอะ ริทซ์-คาร์ลตัน เรสซิเดนเซส บางกอก,The Ritz-Carlton Residences Bangkok,3,10,13.80634,100.5299,1.78,279,3200000,U,2014,27,,115442,123837,128116,126085,128197,1,1,3600000
2319,16045,1039,มาร์ค สุขุมวิท,Marque Sukhumvit,3,10,13.73114,100.5827,0.7775,99,2880000,U,2011,30,126919,139589,38950,139940,44647,133916,1,1,3640000
3056,4861,1017,185 ราชดำริ,185 RAJADAMRI,3,10,13.78302,100.5745,5.5,,5990000,U,2011,30,111044,111272,117865,122122,121040,127183,1,1,3650000
2143,2895,1015,ดิ เอ็มโพริโอ เพลส,The Emporio Place,3,10,13.71553,100.4893,5,,2490000,U,2010,31,75298,77799,80866,83933,87000,91078,1,1,3680000
1744,818,1026,เลอ โมนาโค เรสซิเดนซ์,Le Monaco Residences,3,10,13.78402,100.5717,5.2075,535,3390000,A,2010,28,107000,103942,98910,102395,112502,129704,1,1,3690000
3551,16121,1037,เดอะ แบงค็อค สาทร,The Bangkok Sathorn,3,10,13.76283,100.5409,0.7525,79,3800000,U,2012,32.51,103560,114495,115104,112241,116216,120190,1,1,3690000
1987,9905,1014,นอร์ธ ปาร์ค เพลส,North Park Place,3,10,13.7876,100.5446,0.6575,79,2000000,U,2010,44.45,118981,118252,109953,90364,124630,110628,1,1,3700000
3973,8018,1017,แอทธินี เรสซิเด้นซ์,Athenee Residence,3,10,13.76383,100.5695,2.7275,802,3200000,A,2013,25,132682,124611,127796,141232,147163,133163,1,1,3700000
4199,8018,1017,ไบร์ท สุขุมวิท 24,Bright Sukhumvit 24,3,10,13.76412,100.5692,3.415,755,4200000,A,2013,25,132682,124611,127796,141232,147163,133163,1,1,3700000
5736,4861,1025,โนเบิล รีเวนต์,Noble Revent,3,10,13.77663,100.4847,4.965,803,2890000,A,2015,30,,,,,113966,119607,1,1,3700000
2391,8018,1033,โนเบิล รีไฟน์,Noble Refine,3,10,13.74041,100.5848,3.3875,572,3680000,A,2011,30,112766,122500,120546,122366,126035,121526,1,1,3750000
2900,16785,1033,โนเบิล รีฟอร์ม,Noble Reform,3,10,13.7137,100.59,1.105,64,2890000,U,2011,36,99388,99400,98856,129048,125267,92372,1,1,3750000
3988,19682,1033,โนเบิล รีวอลฟ์ รัชดา,Noble Revolve Ratchada,3,10,13.74217,100.5578,6.1625,444,5810000,U,2013,36,91786,99485,99820,96296,103394,98718,1,1,3750000
4418,140741,1033,เดอะ คอมพลีท นราธิวาส,THE COMPLETE NARATHIWAS,3,10,13.71393,100.5996,6.2625,280,4300000,A,2013,46,67286,68975,65012,68805,69042,81864,1,1,3750000
3257,4159,1017,ดิ เอ็มไพร์ เพลส สาทร,The Empire Place Sathorn,3,10,13.76713,100.5788,17.15,1002,4990000,A,2012,47,71382,78606,88777,86352,87515,83625,1,1,3800000
3995,5618,1017,วอเตอร์มาร์ค เจ้าพระยา ริเวอร์,Watermark Chaophraya River,3,10,13.78033,100.574,3.7275,674,5950000,U,2013,27,102368,103897,110000,116666,118363,110800,1,1,3800000
2891,16776,1007,นายน์ บาย แสนสิริ,NYE by SANSIRI,3,10,13.73295,100.5292,21,220,2000000,A,2011,41,127631,117078,106526,95974,89311,127994,1,1,3820000
2147,4861,1014,เดอะ เทรนดี้ คอนโดมิเนียม,The Trendy Condominium,3,10,13.78898,100.5468,5.535,809,3600000,U,2010,35,145939,133754,125395,125820,130062,127676,1,1,3850000
2193,7338,1030,เซอร์เคิล สุขุมวิท 11,Circle Sukhumvit 11,3,10,13.8096,100.558,3.23,490,3000000,A,2010,30,121203,130165,130371,130765,133756,139050,1,1,3850000
3498,4290,1033,ซิลค์ พหลโยธิน-อารีย์ 2,SILK PHAHOLYOTHIN-AREE 2,3,10,13.71609,100.5837,0.87,115,3200000,U,2012,39.11,88660,103475,102500,100467,110168,107361,1,1,3850000
3974,11572,1012,ซิลค์ พหลโยธิน 3,SILK PHAHOLYOTHIN 3,3,10,13.70293,100.5397,1.725,185,4900000,A,2013,36,103576,112302,113680,107774,113727,109242,1,1,3850000
1189,9496,1018,เซ็นทริค อารีย์ สเตชั่น,Centric Ari Station,3,10,13.72146,100.5108,12.8525,837,6200000,A,2010,36,157013,165124,175145,167315,171385,178060,1,1,3875000
1187,4290,1009,เซ็นทริค ห้วยขวาง สเตชั่น,Centric Huai Khwang Station,3,10,13.70428,100.6007,0.975,73,3700000,A,2011,40,81085,76816,80960,90620,96004,90434,1,1,3900000
1532,1365,1004,คณาพญา เรสซิเดนซ์,Canapaya Residences,3,10,13.73206,100.5264,3.1075,465,3770000,A,2011,30,125370,123025,128429,120049,129491,137922,1,1,3900000
2065,8593,1037,เดอะ สกาย สุขุมวิท,The Sky Sukhumvit,3,10,13.75459,100.5428,2.515,451,2500000,U,2011,31,109488,133743,131057,126197,128715,129375,1,1,3900000
2326,2895,1039,ลิปป์ รามคำแหง 43/1,Lib Ramkhamhaeng 43/1,3,10,13.73026,100.588,3.745,374,2600000,A,2011,29,113966,122029,118650,114737,123212,131353,1,1,3900000
2595,2895,1033,ลีโว ลาดพร้าว 18 โครงการ 2,Levo Lat Phrao 18 (2),3,10,13.71288,100.5939,2.6875,460,2900000,U,2011,29,100571,110285,120392,124992,127942,122980,1,1,3900000
3057,15941,1039,เบ็ล แกรนด์ พระราม 9,BELLE GRAND RAMA 9,3,10,13.73909,100.5725,1.145,87,4100000,A,2011,30,122726,125757,131262,128372,128173,142509,1,1,3900000
4051,7132,1014,ชาโตว์ อินทาวน์ สุขุมวิท 62/1 เฟส 2,Chateau Intown Sukhumvit 62/1 Phase 2,3,10,13.79167,100.5392,3.3325,,,U,2013,38,91292,95657,95234,90666,89095,103749,1,1,3900000
3103,3902,1030,ลุมพินี เพลส พระราม 9-รัชดา,Lumpini Place Rama 9-Ratchada,3,10,13.80902,100.5682,4.885,561,32000000,A,2012,34,102736,112525,112888,115132,112455,111059,1,1,3940000
6126,138398,1014,อีลิท เรซิเดนท์ พระราม 9-ศรีนครินทร์,ELITE RESIDENCE,3,10,13.77968,100.542,0.6825,,3400000,U,2015,27,,,,,119885,161364,1,1,3970000
5606,8861,1028,ชาโตว์ อินทาวน์ รัชดา 10,CHATEAU IN TOWN RATCHADA 10,3,10,13.70766,100.5267,2.825,376,5100000,A,2015,35,,,,128498,144454,151153,1,1,3990000
1803,4290,1033,ลุมพินี เพลส พระราม 9-รัชดา (เฟส 2),Lumpini Place Rama 9-Ratchada,3,10,13.71524,100.5877,0.875,73,3300000,U,2011,39,88079,85829,83183,90833,91709,96870,1,1,4000000
1927,4159,1030,เดอะ พาร์คแลนด์ รัชดา-วงศ์สว่าง,The Parkland Ratchada-Wongsawang,3,10,13.8301,100.5627,8.505,826,2800000,U,2010,47.5,68167,68667,73810,70343,71886,76328,1,1,4000000
2360,12733,1033,เดอะ พาร์คแลนด์ เพชรเกษม-ท่าพระ,The Parkland Phetkasem-Thapra,3,10,13.7279,100.5609,1.3975,140,4200000,A,2011,40,111425,111818,108864,108409,102041,109932,1,1,4000000
3689,11572,1012,เดอะ บรีส นราธิวาส-สาทร,The Breeze Narathiwas-Saton,3,10,13.70417,100.5397,0.9,91,4990000,A,2013,33,100580,101771,114528,138001,121111,124713,1,1,4000000
5177,134932,1014,อิซซี่ คอนโด สุขสวัสดิ์,Issi Condo Suksawat,3,10,13.7784,100.5483,1.0225,123,4990000,A,2014,37,,,,103854,81071,69178,1,1,4000000
4076,1955,1039,รีเจ้นท์ ออคิด สุขุมวิท 101,Regent Orchid Sukhumvit101,3,10,13.73093,100.5861,1.2775,135,4300000,A,2013,32,119692,123797,125125,126758,128027,134242,1,1,4100000
4649,4861,1026,คาซ่าคอนโด รัชดา-ท่าพระ,Casa Condo Ratchada-Thapra,3,10,13.75428,100.5645,1.715,385,4500000,U,2014,22,147849,149499,146136,139012,149230,152902,1,1,4100000
1598,853,1017,คาซ่าคอนโด อโศก-ดินแดง,Casa Codo Asoke Dindaeng,3,10,13.74827,100.5645,2.025,382,4500000,U,2010,35,97514,99903,104346,100670,99064,110168,1,1,4200000
2934,16819,1014,เดอะ คริส เอ็กซ์ตร้า พระราม 9,THE KRIS EXTRA RAMA 9,3,10,13.78777,100.5475,1.385,151,3090000,A,2011,40,99363,96464,96561,102688,107539,104354,1,1,4200000
3004,17404,1018,เดอะ ไพรม์ 11,The Prime 11,3,10,13.71919,100.5084,3.3275,446,1900000,A,2011,43,92962,90215,87245,83798,88431,87572,1,1,4200000
3105,19226,1014,โซซิโอ อินทามระ,Socio Inthamara,3,10,13.75921,100.5326,1.6925,317,2688000,U,2012,21,163754,157734,173685,176834,175526,208028,1,1,4200000
4794,7736,1015,ลุมพินี เพลส พระราม 4-กล้วยน้ำไท,Lumpini Place Rama 4-Kluaynamthai,3,10,13.71949,100.4906,3.44,475,4600000,A,2014,38.49,,,,,129384,130107,1,1,4200000
5467,12018,1014,อินโทร พหลโยธิน-ประดิพัทธ์,intro,3,10,13.78039,100.5397,0.5025,66,2760000,A,2015,35,,,,28571,84920,129832,1,1,4200000
3124,17094,1017,เดอะ คริส เอ็กซ์ตร้า 7,THE KRIS EXTRA 7,3,10,13.74415,100.587,2.0525,281,4800000,A,2012,34.8,106326,109746,115872,119947,125112,150356,1,1,4250000
2156,15505,1017,ดีคอนโด อ่อนนุช-พระราม 9,dcondo On Nut-Rama 9,3,10,13.79882,100.5751,7.2,,3200000,U,2011,33,116168,118754,122716,122271,119480,117507,1,1,4300000
2259,4290,1009,เดอะ พีซ แอท ลาดพร้าว 15,The Peace @Ladprao 15,3,10,13.70285,100.6001,0.9675,95,2900000,U,2011,41,101807,96952,97910,85914,88956,10036,1,1,4300000
2292,2895,1018,แชปเตอร์วัน เดอะแคมปัส เกษตร,Chapter One The Campus,3,10,13.72177,100.4963,2.4275,365,3800000,U,2011,40,117894,118868,115485,117151,118063,117508,1,1,4300000
3857,15816,1014,โมดิซ ลาดพร้าว 18,Modiz Ladpeao 18,3,10,13.73924,100.5506,0.6,,,U,2013,43,140770,135642,143348,154463,154030,134182,1,1,4300000
4075,8576,1004,คลาส สีลม,Klass Silom,3,10,13.72556,100.5314,1.1025,176,3800000,A,2013,29,210430,198947,173049,150025,165096,174949,1,1,4300000
5313,16791,1033,ดิ แอลโคฟ ทองหล่อ 10,The Alcove Thonglor 10,3,10,13.72485,100.5748,1.19,141,4000000,U,2015,32,149832,142520,144375,176250,163093,164732,1,1,4320000
4127,632,1039,ยู ดีไลท์ เรสซิเดนซ์ (พัฒนาการ - ทองหล่อ),U Delight Residence,3,10,13.72885,100.5904,0.81,95,2910000,A,2013,40,120378,129446,116448,110174,117966,116957,1,1,4345000
3326,15941,1014,ฮาร์โมนี ลิฟวิ่ง พหลโยธิน 11,Harmony Living Paholyothin 11,3,10,13.77573,100.5418,1.2125,290,2774500,A,2012,31.28,126134,124113,129308,139565,143383,155426,1,1,4350000
3985,2895,1018,โมทีฟ คอนโด วงเวียนใหญ่-ตลาดพลู,Motif Condo Wongwian Yai-Talat Phlu,3,10,13.72139,100.4972,3.655,636,3390000,U,2013,31,107138,118572,131584,136358,137422,140794,1,1,4350000
3143,446,1039,เดอะ เบส พาร์คอิสต์ สุขุมวิท 77,The Base Parkeast Sukhumvit 77,3,10,13.73913,100.5825,0.94,98,4290000,A,2012,35,116659,116983,113666,115149,118679,109700,1,1,4360000
2334,16123,1039,ไซมิส ควีนส์,Siamese Queens condominium,3,10,13.74216,100.5541,0.94,133,2800000,A,2011,38.78,136681,137979,139326,138652,139344,142785,1,1,4380000
3490,8018,1002,ลุมพินี วิลล์ ราษฎร์บูรณะ-ริเวอร์วิว,Lumpini Ville Ratburana-Riverview,3,10,13.77834,100.5423,2.425,483,3260000,U,2012,23.6,113869,117548,124443,137771,134804,154533,1,1,4414410
3590,134816,1039,เดอะ คริส เอ็กซ์เพรส 2,THE KRIS EXPRESS 2,3,10,13.74004,100.5807,0.9075,102,3450000,A,2012,36.55,106364,117992,108750,122402,133152,140495,1,1,4500000
3768,134816,1047,ลุมพินี วิลล์ รามคำแหง 60/2,Lumpini Ville Ramkhamhaeng 60/2,3,10,13.67042,100.6242,0.8325,79,1900000,U,2013,79,68517,72655,76793,80931,69031,107695,2,2,4500000
3991,6785,1014,อะพูล คอนโด แอท บางนา,A Pool Condo @Bangna,3,10,13.77915,100.5415,1.0725,79,3200000,A,2013,35,102521,107719,109151,123413,118651,129326,1,1,4500000
2254,15816,1014,คลาส หลังสวน,Klass Langsuan,3,10,13.77632,100.5446,0.76,79,3000000,U,2011,44,101434,102688,107231,107487,105242,112738,1,1,4600000
2552,11066,1004,ควาโซ สุขุมวิท 5,Quarzo Sukhumvit 5,3,10,13.72509,100.5333,1.1125,,4990000,U,2011,30,133947,182307,153151,142722,156365,152521,1,1,4600000
3002,7338,1030,แมนฮัตตัน ชิดลม,Manhattan Chidlom,3,10,13.81636,100.5628,1.9675,286,5500000,A,2011,30.8,145632,148808,148511,161198,157863,174539,1,1,4600000
4043,16764,1039,เท็น เอกมัย,Ten Ekamai,3,10,13.74606,100.5562,0,186,2900000,U,2013,34,135721,131830,129667,128799,128634,136439,1,1,4600000
5387,15572,1030,ไอ-เฮ้าส์ พระราม 9-เอกมัย,i-House Rama 9-Ekamai,3,10,13.80537,100.5742,3.11,497,4200000,A,2015,31,,149685,150333,146766,153955,142352,1,1,4640000
5342,7338,1030,ดิ เออร์บาโน่,The Urbano,3,10,13.79769,100.5516,4,864,4500000,A,2015,30,121875,127531,146875,178795,161042,147042,1,1,4728000
3600,19421,1039,เดอะ ไลท์ นิวยอร์ค,THE LIGHT NEW YORK,3,10,13.73375,100.586,1.0225,93,2390000,A,2012,42,113405,113405,113405,113405,113405,113405,1,1,4763000
1687,12741,1039,เดอะ วีวา คอนโด เพชรเกษม 68,The Viva Condo Petchkasem 68,3,10,13.71387,100.5932,1.2125,520,6940000,A,2010,32,142404,157212,140981,144843,144723,134015,1,1,4800000
2179,1145,1037,ศุภาลัย ซิตี้ รีสอร์ท รัชโยธิน-พหลโยธิน 32,Supalai City Resort,3,10,13.74905,100.5619,4.2875,525,4300000,A,2010,41,115174,118136,124440,123862,135865,142191,1,1,4800000
2321,11066,1025,โนเบิล รีวอลฟ์ รัชดา 2,Noble Revolve Ratchada 2,3,10,13.77017,100.4846,1.69,187,2890000,A,2011,42.5,80830,102174,103364,109053,91827,205307,1,1,4800000
4993,7338,1007,คอนโดเลต พิกเซล สาทร,Condo lette Pixel Sathorn,3,10,13.73583,100.5508,1.155,138,9000000,A,2014,28,,,173631,174221,185809,95111,1,1,4800000
5029,19130,1039,แมนแฮตตัน พาร์ค เรสิเดนซ์เซส,Manhattan Park Residences,3,10,13.74351,100.5553,0.62,79,5600000,A,2014,36,,,,,,176679,1,1,4800000
4086,10025,1014,โนเบิล รีโว สีลม,Noble Revo Silom,3,10,13.78718,100.5461,2.495,101,5162000,A,2013,60,85185,89849,85363,89492,85607,95287,1,1,4840000
2869,16754,1007,อีส พระราม 2,Ease Rama 2,3,10,13.74568,100.5494,0.6125,62,999000,A,2011,40,96343,84706,118207,121000,129919,147559,1,1,4850000
5505,2895,1030,เดอะ รูม สุขุมวิท 69,The Room Sukhumvit 69,3,10,13.80572,100.5567,4.75,841,4000000,U,2015,27,,,176514,178218,185099,184434,1,1,4850000
2207,4159,1037,ไอดีโอ วุฒากาศ,Ideo Wutthakat,3,10,13.75492,100.5263,5.7,582,5500000,U,2011,38,80826,96275,110175,123385,113294,115833,1,1,4900000
2246,12733,1039,ไอดีโอ คิว จุฬา-สามย่าน,Ideo Q Chula-Samyan,3,10,13.74203,100.5668,0.82,,4200000,A,2010,39,120937,126700,127490,130387,126973,118383,1,1,4900000
2601,2895,1039,ไอดีโอ โมบิ จรัญ-อินเตอร์เชนจ์,IDEO MOBI CHARAN-INTERCHANGE,3,10,13.73016,100.5761,1.1175,,4900000,U,2011,30,176187,181038,163628,170818,152672,192858,1,1,4900000
2927,16812,1025,Rhythm Sukhumvit 42,Rhythm Sukhumvit 42,3,10,13.77676,100.4973,2.7325,200,2500000,A,2011,70,61327,62298,61881,85283,85196,85179,1,1,4900000
3001,17355,1039,แอล สไตล์ คอนโด,L Style Condo,3,10,13.73901,100.5641,0.625,50,3800000,A,2011,35,140791,135365,142329,142794,147834,143109,1,1,4900000
